お仕事No.,応募数 合計
2203556553.0,1.260384362363849
2203515280.0,1.083699562397763
2203546900.0,1.724323971130231
2203545344.0,1.344579201075619
2203557987.0,0.6408697649681051
2203511565.0,1.1711735842053106
2203525420.0,2.123102528462586
2203494391.0,1.0537873768422477
2203509988.0,1.3700426799546572
2203554385.0,0.6195209193068762
2203554555.0,1.0470732621232997
2203559938.0,0.5340083838692022
2203546898.0,1.1939378558884564
2203537199.0,0.6121013776174722
2203509659.0,2.8199327752378807
2203526411.0,1.4718139445801073
2203558348.0,0.4680519668510054
2203527442.0,2.045414637713317
2203548920.0,0.9300969506726946
2203539381.0,0.8274527909735443
2203548939.0,0.4769360339011724
2203514393.0,1.087088107521878
2203540200.0,0.5487760785196069
2203552261.0,0.6312535570037517
2203523737.0,2.0121739934420653
2203511772.0,1.2475225023438576
2203538462.0,1.0153281753968662
2203545202.0,2.193861007801194
2203501746.0,1.9358103582661674
2203551617.0,0.20371017314686743
2203554360.0,0.4425226947418247
2203467767.0,0.6856249803971051
2203559180.0,0.3598734343738304
2203526166.0,0.5774744150497622
2203495958.0,0.5525293524079559
2203552588.0,0.6497925170910472
2203546087.0,0.8948975055964377
2203557223.0,0.22887106939451943
2203551388.0,0.9940252941970796
2203553871.0,0.206377919980864
2203528893.0,0.5007131750039968
2203532652.0,1.1034062025511664
2203558645.0,0.32039792627616515
2203517850.0,2.2574125434177823
2203526826.0,1.6365159513714882
2203557114.0,0.37988629704482846
2203559887.0,0.3609384725341911
2203536595.0,0.672459192606666
2203555803.0,1.2970588963922745
2203553962.0,1.0183656971083968
2203508238.0,0.813820023143512
2203550996.0,1.0923631836950505
2203558732.0,0.9638560389537392
2203523111.0,1.4263970240223198
2203542663.0,1.5904607538277038
2203531347.0,0.41354247083781537
2203504071.0,1.3608938453247534
2203548891.0,0.6407869199400904
2203556983.0,0.3340979087652693
2203526244.0,1.1723592445597224
2203505822.0,1.0081057361500572
2203555760.0,0.25441968991759745
2203559881.0,0.41354247083781537
2203556204.0,0.3531450919164955
2203522916.0,0.5721276598041267
2203540706.0,0.4883506287401145
2203535805.0,0.6896082622448468
2203550569.0,0.3799270177202008
2203560065.0,-0.04019723999883108
2203554152.0,0.9716054145192305
2203558707.0,0.5456162657070045
2203536025.0,0.6110866127366968
2203556657.0,0.577281516366914
2203554919.0,0.5190655913115046
2203548209.0,0.6278790204810515
2203559357.0,0.8228982831702905
2203534402.0,0.6948071804558609
2203549990.0,0.33684893527960275
2203556312.0,0.7322744087573424
2203550931.0,0.7431810104357955
2203506584.0,1.100892178297706
2203556533.0,0.4311339245025738
2203554930.0,0.36420115742126274
2203550201.0,0.2388329445715276
2203557199.0,0.09190209372193169
2203545333.0,0.7965762678194147
2203470445.0,1.5299666732914041
2203552444.0,0.41354247083781537
2203547445.0,0.6734519286261964
2203554851.0,0.483742675242475
2203551513.0,0.5240562980489626
2203541013.0,1.0639176298494382
2203525798.0,0.6639606934395847
2203531242.0,1.4493112080132193
2203556362.0,0.4587973400139262
2203539995.0,1.2376503049284968
2203553418.0,0.5216214477564224
2203556394.0,0.4246378084005815
2203536899.0,0.9943546316108999
2203558980.0,0.45077834059820343
2203520412.0,0.4926813893187361
2203555115.0,0.6609004869202599
2203559140.0,-0.01107142920371337
2203559289.0,0.44367033128396405
2203559337.0,0.28806075670717574
2203508914.0,0.7040898146902418
2203537373.0,0.6632942910461352
2203520321.0,0.5550514637847275
2203545682.0,1.4931778897658943
2203535788.0,0.9730668723952072
2203545476.0,0.18594621518187612
2203531107.0,0.4324259607579729
2203559834.0,1.0598758901791994
2203555325.0,0.4873546059724115
2203505337.0,0.5346672150479536
2203554041.0,0.9384515928928688
2203534249.0,0.7568730059523432
2203512438.0,1.7934170123010562
2203549488.0,1.2979026775043496
2203519812.0,0.7403909444602351
2203537393.0,0.30700593143585
2203470577.0,0.7805432241323317
2203559873.0,0.3469353250401478
2203529749.0,0.6454513656246148
2203555033.0,1.0483644338502502
2203530605.0,1.075021575294617
2203558818.0,0.58790263672918
2203552466.0,0.5609245286777078
2203544503.0,1.736689992316919
2203533521.0,0.7242013376879648
2203510456.0,0.44301327598844153
2203540838.0,1.0684325246931978
2203558540.0,0.2557906392284785
2203548293.0,0.7206031531813589
2203515868.0,1.1432495437566903
2203558121.0,0.45030377198145605
2203490910.0,1.189160381376957
2203515598.0,0.36743903938786754
2203558605.0,0.536641580843051
2203555034.0,0.07657148899171205
2203516555.0,0.9417145629351881
2203520581.0,1.810998862437638
2203550726.0,0.5806740460883034
2203549224.0,0.6874181778730308
2203560047.0,0.22477400864310948
2203553869.0,0.33364122425941545
2203530089.0,0.33956458163039355
2203558998.0,0.3281685762043231
2203553951.0,0.20834184656041593
2203545409.0,0.2796867026991763
2203531747.0,0.8999159001917818
2203551308.0,0.10887197023088127
2203546600.0,0.7585863581979773
2203526516.0,0.5438128078573168
2203516192.0,0.4002166895046512
2203505481.0,1.2163159930415555
2203539342.0,1.4837061829963232
2203553728.0,0.3668439675635732
2203559708.0,0.016115278836778196
2203559408.0,0.9638560389537392
2203555633.0,0.4247020093341053
2203558672.0,0.45731591585973974
2203559311.0,0.07577371370482917
2203493732.0,0.715364532100841
2203521177.0,1.5192579603242036
2203559072.0,0.51673108974318
2203536923.0,0.5087941823213196
2203544600.0,1.1221064002016081
2203537208.0,0.40843545880985505
2203559431.0,0.9077132023620045
2203558069.0,0.37482240257632
2203543492.0,1.2163385261713233
2203528382.0,0.9072346001479961
2203490372.0,1.27065527314875
2203553404.0,0.38892272494329483
2203556405.0,0.7543711577323605
2203557773.0,0.7116608884656361
2203517069.0,1.1723592445597224
2203558375.0,0.8159525860182616
2203548832.0,0.4336727946384334
2203556721.0,0.5079809289309446
2203555367.0,0.536641580843051
2203550740.0,0.4412180087867304
2203556805.0,0.34296468535925817
2203558247.0,0.5671926385550065
2203529373.0,0.6301390635737116
2203555759.0,0.8791500417300492
2203552507.0,0.43579938950628844
2203526249.0,0.5519809454738313
2203558978.0,0.2849465453308591
2203485986.0,0.9257537747153883
2203552678.0,0.37988629704482846
2203482084.0,1.195266366373004
2203557975.0,0.3101215801253683
2203506122.0,1.395820724973921
2203543130.0,1.377695352167809
2203531125.0,1.5915857120680095
2203537714.0,0.9961879080486113
2203512320.0,1.8158428078088071
2203556876.0,0.6488327509975935
2203559960.0,0.7045210725363006
2203558581.0,1.1067151708670508
2203549503.0,0.4408479206697938
2203539533.0,1.197983024822385
2203504099.0,0.5058615134524145
2203521163.0,0.45030377198145605
2203548070.0,0.42375077736613953
2203547727.0,1.0734127875403836
2203551817.0,0.9080523764036406
2203456354.0,1.0144573888490973
2203555568.0,0.671084052107892
2203558365.0,0.40843545880985505
2203548609.0,1.2000099483089546
2203555205.0,0.44668527482197445
2203551593.0,0.422081851679281
2203523845.0,0.4323741201508427
2203536828.0,0.9408439809014378
2203559400.0,0.7043418733867329
2203552271.0,0.43605526189770394
2203559030.0,0.8999159001917818
2203557511.0,0.9423716105895217
2203559918.0,0.536641580843051
2203529052.0,0.7830888843773077
2203541977.0,0.9195337204563487
2203548166.0,0.7335699987838123
2203508498.0,0.7381598681792875
2203544266.0,1.0532424558695257
2203559157.0,0.6433414595816884
2203551846.0,0.33894022808678104
2203557952.0,0.5968918620232301
2203537524.0,0.12273285632843353
2203526654.0,0.5216214477564224
2203543743.0,0.6277288286205721
2203560023.0,0.04890944952815512
2203524319.0,0.4730281130866815
2203559440.0,0.704546511053772
2203551549.0,1.0282319273406126
2203553551.0,0.30090520128543174
2203546287.0,0.5893425249304749
